44.49060600000001, 11.314875,44.493803, 11.312746,2016,JUNE,13,11,19
44.493803, 11.312846,44.490506, 11.314975,2016,JUNE,13,11,39
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JUNE,13,15,44
44.487961, 11.328705,44.49060600000001, 11.314875,2016,JUNE,13,18,22
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JUNE,15,8,24
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JUNE,15,18,37
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JUNE,16,8,23
44.487961, 11.328705,44.49060600000001, 11.314875,2016,JUNE,16,18,44
44.494706, 11.353075,44.05791, 12.566142,2016,JUNE,17,15,26
44.13971, 12.652541999999999,44.490506, 11.314875,2016,JUNE,19,20,19
44.05791, 12.566142,44.20441, 12.755341999999999,2016,JUNE,18,20,3
44.20441, 12.755341999999999,44.05791, 12.566142,2016,JUNE,18,2,27
44.05791, 12.566142,44.18311, 12.611642,2016,JUNE,18,20,18
44.18311, 12.611642,44.05791, 12.566142,2016,JUNE,18,2,12
44.490506, 11.314975,44.493902999999996, 11.312646,2016,JUNE,20,11,26
44.493803, 11.312846,44.49060600000001, 11.314975,2016,JUNE,20,11,52
44.490506, 11.314975,44.487961, 11.328705,2016,JUNE,20,15,54
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JUNE,20,18,19
44.49060600000001, 11.314875,44.487961, 11.328705,2016,JUNE,22,8,15
44.487961, 11.328705,44.490506, 11.314975,2016,JUNE,22,18,54
44.490506, 11.314975,44.487961, 11.328705,2016,JUNE,23,8,27
44.487961, 11.328705,44.490506, 11.314975,2016,JUNE,23,18,52
44.490589, 11.315008,44.50789, 11.371972,2016,JUNE,27,15,49
44.50789, 11.371972,44.490589, 11.315008,2016,JUNE,27,18,18
44.490506, 11.314875,44.487961, 11.328705,2016,JUNE,28,8,19
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JUNE,28,18,45
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JUNE,29,8,16
44.487961, 11.328705,44.490506, 11.314975,2016,JUNE,29,18,48
44.499406, 11.387975,44.05791, 12.566142,2016,JULY,1,15,53
44.13161, 12.620642,44.490506, 11.314875,2016,JULY,3,20,16
44.05791, 12.566142,44.14801, 12.704441999999998,2016,JULY,2,20,17
44.14801, 12.704441999999998,44.05791, 12.566142,2016,JULY,2,1,37
44.05791, 12.566142,44.23471, 12.713441999999999,2016,JULY,2,20,9
44.23471, 12.713441999999999,44.05791, 12.566142,2016,JULY,2,23,58
44.490506, 11.314975,44.487961, 11.328705,2016,JULY,4,15,48
44.487961, 11.328705,44.49060600000001, 11.314875,2016,JULY,4,18,22
44.490506, 11.314975,44.487961, 11.328705,2016,JULY,5,8,29
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JULY,5,18,38
44.490506, 11.314975,44.487961, 11.328705,2016,JULY,6,8,21
44.487961, 11.328705,44.49060600000001, 11.314875,2016,JULY,6,18,48
44.563706, 11.388875,44.05791, 12.566142,2016,JULY,8,15,17
44.13981, 12.642342,44.490506, 11.314875,2016,JULY,10,20,26
44.05791, 12.566142,44.14351, 12.579042,2016,JULY,9,20,29
44.14351, 12.579042,44.05791, 12.566142,2016,JULY,9,0,29
44.05791, 12.566142,44.25571, 12.597142,2016,JULY,9,20,13
44.25571, 12.597142,44.05791, 12.566142,2016,JULY,9,0,4
44.05791, 12.566142,44.14841, 12.692342,2016,JULY,9,20,6
44.14841, 12.692342,44.05791, 12.566142,2016,JULY,9,23,28
44.490506, 11.314875,44.494003, 11.312946,2016,JULY,11,14,42
44.494003, 11.312746,44.49060600000001, 11.314975,2016,JULY,11,15,7
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JULY,11,15,53
44.487961, 11.328705,44.490506, 11.314975,2016,JULY,11,18,18
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JULY,12,8,23
44.487961, 11.328705,44.490506, 11.314975,2016,JULY,12,18,35
44.49060600000001, 11.314875,44.487961, 11.328705,2016,JULY,13,8,21
44.487961, 11.328705,44.49060600000001, 11.314875,2016,JULY,13,18,45
44.490506, 11.314975,44.487961, 11.328705,2016,JULY,14,8,22
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JULY,14,18,45
44.585506, 11.407875,44.05791, 12.566142,2016,JULY,15,14,42
44.06261, 12.614241999999999,44.490506, 11.314875,2016,JULY,17,20,24
44.05791, 12.566142,44.09611, 12.569242,2016,JULY,16,20,10
44.09611, 12.569242,44.05791, 12.566142,2016,JULY,16,0,32
44.05791, 12.566142,44.080709999999996, 12.587942,2016,JULY,16,20,13
44.080709999999996, 12.587942,44.05791, 12.566142,2016,JULY,16,23,45
44.490506, 11.314875,44.493803, 11.312846,2016,JULY,18,14,30
44.494102999999996, 11.312946,44.49060600000001, 11.314875,2016,JULY,18,14,53
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JULY,18,15,51
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JULY,18,18,23
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JULY,19,8,22
44.487961, 11.328705,44.49060600000001, 11.314975,2016,JULY,19,18,49
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JULY,20,8,27
44.487961, 11.328705,44.490506, 11.314975,2016,JULY,20,18,53
44.49060600000001, 11.314975,44.487961, 11.328705,2016,JULY,21,8,28
44.487961, 11.328705,44.49060600000001, 11.314875,2016,JULY,21,18,47
44.510806, 11.386475,44.05791, 12.566142,2016,JULY,22,14,59
44.14651, 12.648442,44.490506, 11.314875,2016,JULY,24,20,24
44.05791, 12.566142,44.17771, 12.633742,2016,JULY,23,20,23
44.17771, 12.633742,44.05791, 12.566142,2016,JULY,23,1,46
44.05791, 12.566142,44.07221, 12.641542,2016,JULY,23,20,24
44.07221, 12.641542,44.05791, 12.566142,2016,JULY,23,2,55
44.05791, 12.566142,44.08921, 12.581942,2016,JULY,23,20,5
44.08921, 12.581942,44.05791, 12.566142,2016,JULY,23,23,1
44.49060600000001, 11.314975,44.493703, 11.312846,2016,JULY,25,14,20
44.493902999999996, 11.312746,44.49060600000001, 11.314975,2016,JULY,25,14,46
44.490589, 11.315008,44.50789, 11.371972,2016,JULY,25,15,51
44.50789, 11.371972,44.490589, 11.315008,2016,JULY,25,18,21
44.49060600000001, 11.314875,44.487961, 11.328705,2016,JULY,26,8,19
44.487961, 11.328705,44.490506, 11.314975,2016,JULY,26,18,36
44.490506, 11.314875,44.487961, 11.328705,2016,JULY,27,8,26
44.487961, 11.328705,44.490506, 11.314975,2016,JULY,27,18,50
44.49060600000001, 11.314875,44.487961, 11.328705,2016,JULY,28,8,19
44.487961, 11.328705,44.490506, 11.314875,2016,JULY,28,18,52
44.54240600000001, 11.360975,44.05791, 12.566142,2016,JULY,29,14,40
44.11181, 12.603942,44.490506, 11.314875,2016,JULY,31,20,14
